nb_calls,year,month,day,weekday,hour
3,2010,2,19,Friday,4
22,2010,2,19,Friday,7
63,2010,2,19,Friday,8
68,2010,2,19,Friday,9
69,2010,2,19,Friday,10
74,2010,2,19,Friday,11
49,2010,2,19,Friday,13
20,2010,2,19,Friday,14
6,2010,2,19,Friday,15
1,2010,2,19,Friday,16
2,2010,2,19,Friday,17
3,2010,2,19,Friday,18
1,2010,2,19,Friday,19
1,2010,2,19,Friday,20
1,2010,2,20,Saturday,10
2,2010,2,20,Saturday,17
3,2010,2,20,Saturday,18
60,2010,2,20,Saturday,19
43,2010,2,20,Saturday,20
30,2010,2,20,Saturday,21
40,2010,2,20,Saturday,22
35,2010,2,20,Saturday,23
96,2010,2,21,Sunday,0
2,2010,2,21,Sunday,1
1,2010,2,21,Sunday,2
2,2010,2,21,Sunday,6
42,2010,2,21,Sunday,7
105,2010,2,21,Sunday,8
114,2010,2,21,Sunday,9
125,2010,2,21,Sunday,10
132,2010,2,21,Sunday,11
125,2010,2,21,Sunday,13
120,2010,2,21,Sunday,14
107,2010,2,21,Sunday,15
162,2010,2,21,Sunday,16
199,2010,2,21,Sunday,17
112,2010,2,21,Sunday,18
115,2010,2,21,Sunday,19
33,2010,2,21,Sunday,20
19,2010,2,21,Sunday,21
16,2010,2,21,Sunday,22
40,2010,2,21,Sunday,23
99,2010,2,22,Monday,0
1,2010,2,22,Monday,1
1,2010,2,22,Monday,3
1,2010,2,22,Monday,5
4,2010,2,22,Monday,6
58,2010,2,22,Monday,7
85,2010,2,22,Monday,8
141,2010,2,22,Monday,9
123,2010,2,22,Monday,10
143,2010,2,22,Monday,11
102,2010,2,22,Monday,13
129,2010,2,22,Monday,14
99,2010,2,22,Monday,15
74,2010,2,22,Monday,16
60,2010,2,22,Monday,17
72,2010,2,22,Monday,18
60,2010,2,22,Monday,19
70,2010,2,22,Monday,20
62,2010,2,22,Monday,21
53,2010,2,22,Monday,22
73,2010,2,22,Monday,23
99,2010,2,23,Tuesday,0
1,2010,2,23,Tuesday,1
1,2010,2,23,Tuesday,2
5,2010,2,23,Tuesday,6
53,2010,2,23,Tuesday,7
83,2010,2,23,Tuesday,8
90,2010,2,23,Tuesday,9
135,2010,2,23,Tuesday,10
116,2010,2,23,Tuesday,11
98,2010,2,23,Tuesday,13
106,2010,2,23,Tuesday,14
106,2010,2,23,Tuesday,15
105,2010,2,23,Tuesday,16
70,2010,2,23,Tuesday,17
64,2010,2,23,Tuesday,18
55,2010,2,23,Tuesday,19
61,2010,2,23,Tuesday,20
52,2010,2,23,Tuesday,21
54,2010,2,23,Tuesday,22
36,2010,2,23,Tuesday,23
88,2010,2,24,Wednesday,0
1,2010,2,24,Wednesday,1
1,2010,2,24,Wednesday,2
2,2010,2,24,Wednesday,6
24,2010,2,24,Wednesday,7
70,2010,2,24,Wednesday,8
85,2010,2,24,Wednesday,9
110,2010,2,24,Wednesday,10
73,2010,2,24,Wednesday,11
86,2010,2,24,Wednesday,13
112,2010,2,24,Wednesday,14
113,2010,2,24,Wednesday,15
38,2010,2,24,Wednesday,16
73,2010,2,24,Wednesday,17
82,2010,2,24,Wednesday,18
72,2010,2,24,Wednesday,19
70,2010,2,24,Wednesday,20
49,2010,2,24,Wednesday,21
55,2010,2,24,Wednesday,22
33,2010,2,24,Wednesday,23
106,2010,2,25,Thursday,0
1,2010,2,25,Thursday,2
3,2010,2,25,Thursday,5
3,2010,2,25,Thursday,6
38,2010,2,25,Thursday,7
67,2010,2,25,Thursday,8
95,2010,2,25,Thursday,9
114,2010,2,25,Thursday,10
93,2010,2,25,Thursday,11
86,2010,2,25,Thursday,13
107,2010,2,25,Thursday,14
134,2010,2,25,Thursday,15
115,2010,2,25,Thursday,16
87,2010,2,25,Thursday,17
68,2010,2,25,Thursday,18
49,2010,2,25,Thursday,19
46,2010,2,25,Thursday,20
48,2010,2,25,Thursday,21
48,2010,2,25,Thursday,22
28,2010,2,25,Thursday,23
71,2010,2,26,Friday,0
1,2010,2,26,Friday,1
1,2010,2,26,Friday,2
1,2010,2,26,Friday,5
8,2010,2,26,Friday,6
19,2010,2,26,Friday,7
82,2010,2,26,Friday,8
68,2010,2,26,Friday,9
48,2010,2,26,Friday,10
63,2010,2,26,Friday,11
33,2010,2,26,Friday,13
18,2010,2,26,Friday,14
8,2010,2,26,Friday,15
1,2010,2,26,Friday,17
1,2010,2,26,Friday,20
1,2010,2,26,Friday,23
2,2010,2,27,Saturday,9
1,2010,2,27,Saturday,14
1,2010,2,27,Saturday,15
1,2010,2,27,Saturday,16
4,2010,2,27,Saturday,18
41,2010,2,27,Saturday,19
39,2010,2,27,Saturday,20
46,2010,2,27,Saturday,21
28,2010,2,27,Saturday,22
33,2010,2,27,Saturday,23
95,2010,2,28,Sunday,0
1,2010,2,28,Sunday,1
1,2010,2,28,Sunday,6
39,2010,2,28,Sunday,7
99,2010,2,28,Sunday,8
101,2010,2,28,Sunday,9
119,2010,2,28,Sunday,10
89,2010,2,28,Sunday,11
100,2010,2,28,Sunday,13
123,2010,2,28,Sunday,14
117,2010,2,28,Sunday,15
148,2010,2,28,Sunday,16
90,2010,2,28,Sunday,17
75,2010,2,28,Sunday,18
39,2010,2,28,Sunday,19
42,2010,2,28,Sunday,20
31,2010,2,28,Sunday,21
32,2010,2,28,Sunday,22
20,2010,2,28,Sunday,23
137,2010,3,1,Monday,0
1,2010,3,1,Monday,1
8,2010,3,1,Monday,6
50,2010,3,1,Monday,7
128,2010,3,1,Monday,8
143,2010,3,1,Monday,9
162,2010,3,1,Monday,10
157,2010,3,1,Monday,11
163,2010,3,1,Monday,13
140,2010,3,1,Monday,14
146,2010,3,1,Monday,15
120,2010,3,1,Monday,16
92,2010,3,1,Monday,17
62,2010,3,1,Monday,18
44,2010,3,1,Monday,19
56,2010,3,1,Monday,20
60,2010,3,1,Monday,21
35,2010,3,1,Monday,22
25,2010,3,1,Monday,23
68,2010,3,2,Tuesday,0
2,2010,3,2,Tuesday,5
1,2010,3,2,Tuesday,6
45,2010,3,2,Tuesday,7
103,2010,3,2,Tuesday,8
136,2010,3,2,Tuesday,9
115,2010,3,2,Tuesday,10
101,2010,3,2,Tuesday,11
54,2010,3,2,Tuesday,13
13,2010,3,2,Tuesday,14
53,2010,3,2,Tuesday,19
46,2010,3,2,Tuesday,20
37,2010,3,2,Tuesday,21
41,2010,3,2,Tuesday,22
35,2010,3,2,Tuesday,23
139,2010,3,3,Wednesday,0
1,2010,3,3,Wednesday,1
7,2010,3,3,Wednesday,6
33,2010,3,3,Wednesday,7
138,2010,3,3,Wednesday,8
155,2010,3,3,Wednesday,9
195,2010,3,3,Wednesday,10
157,2010,3,3,Wednesday,11
153,2010,3,3,Wednesday,13
118,2010,3,3,Wednesday,14
137,2010,3,3,Wednesday,15
99,2010,3,3,Wednesday,16
90,2010,3,3,Wednesday,17
81,2010,3,3,Wednesday,18
77,2010,3,3,Wednesday,19
62,2010,3,3,Wednesday,20
89,2010,3,3,Wednesday,21
64,2010,3,3,Wednesday,22
40,2010,3,3,Wednesday,23
149,2010,3,4,Thursday,0
2,2010,3,4,Thursday,1
1,2010,3,4,Thursday,4
11,2010,3,4,Thursday,6
70,2010,3,4,Thursday,7
103,2010,3,4,Thursday,8
118,2010,3,4,Thursday,9
172,2010,3,4,Thursday,10
193,2010,3,4,Thursday,11
157,2010,3,4,Thursday,13
177,2010,3,4,Thursday,14
155,2010,3,4,Thursday,15
208,2010,3,4,Thursday,16
171,2010,3,4,Thursday,17
101,2010,3,4,Thursday,18
104,2010,3,4,Thursday,19
60,2010,3,4,Thursday,20
60,2010,3,4,Thursday,21
50,2010,3,4,Thursday,22
40,2010,3,4,Thursday,23
100,2010,3,5,Friday,0
1,2010,3,5,Friday,5
5,2010,3,5,Friday,6
31,2010,3,5,Friday,7
80,2010,3,5,Friday,8
89,2010,3,5,Friday,9
86,2010,3,5,Friday,10
76,2010,3,5,Friday,11
50,2010,3,5,Friday,13
36,2010,3,5,Friday,14
16,2010,3,5,Friday,15
8,2010,3,5,Friday,16
3,2010,3,5,Friday,17
3,2010,3,5,Friday,18
1,2010,3,5,Friday,20
1,2010,3,5,Friday,21
2,2010,3,5,Friday,23
2,2010,3,6,Saturday,0
1,2010,3,6,Saturday,10
1,2010,3,6,Saturday,16
1,2010,3,6,Saturday,17
5,2010,3,6,Saturday,18
36,2010,3,6,Saturday,19
33,2010,3,6,Saturday,20
52,2010,3,6,Saturday,21
33,2010,3,6,Saturday,22
24,2010,3,6,Saturday,23
154,2010,3,7,Sunday,0
6,2010,3,7,Sunday,6
41,2010,3,7,Sunday,7
116,2010,3,7,Sunday,8
144,2010,3,7,Sunday,9
198,2010,3,7,Sunday,10
167,2010,3,7,Sunday,11
157,2010,3,7,Sunday,13
139,2010,3,7,Sunday,14
189,2010,3,7,Sunday,15
213,2010,3,7,Sunday,16
136,2010,3,7,Sunday,17
85,2010,3,7,Sunday,18
78,2010,3,7,Sunday,19
72,2010,3,7,Sunday,20
65,2010,3,7,Sunday,21
52,2010,3,7,Sunday,22
28,2010,3,7,Sunday,23
1,2010,3,8,Monday,0
1,2010,3,8,Monday,2
2,2010,3,8,Monday,5
7,2010,3,8,Monday,6
52,2010,3,8,Monday,7
89,2010,3,8,Monday,8
116,2010,3,8,Monday,9
165,2010,3,8,Monday,10
75,2010,3,8,Monday,11
106,2010,3,9,Tuesday,0
3,2010,3,9,Tuesday,1
43,2010,3,9,Tuesday,7
116,2010,3,9,Tuesday,8
80,2010,3,9,Tuesday,9
108,2010,3,9,Tuesday,10
91,2010,3,9,Tuesday,11
99,2010,3,9,Tuesday,13
140,2010,3,9,Tuesday,14
170,2010,3,9,Tuesday,15
218,2010,3,9,Tuesday,16
169,2010,3,9,Tuesday,17
125,2010,3,9,Tuesday,18
91,2010,3,9,Tuesday,19
97,2010,3,9,Tuesday,20
90,2010,3,9,Tuesday,21
70,2010,3,9,Tuesday,22
48,2010,3,9,Tuesday,23
142,2010,3,10,Wednesday,0
3,2010,3,10,Wednesday,5
3,2010,3,10,Wednesday,6
62,2010,3,10,Wednesday,7
113,2010,3,10,Wednesday,8
152,2010,3,10,Wednesday,9
163,2010,3,10,Wednesday,10
120,2010,3,10,Wednesday,11
145,2010,3,10,Wednesday,13
217,2010,3,10,Wednesday,14
170,2010,3,10,Wednesday,15
159,2010,3,10,Wednesday,16
130,2010,3,10,Wednesday,17
105,2010,3,10,Wednesday,18
85,2010,3,10,Wednesday,19
105,2010,3,10,Wednesday,20
86,2010,3,10,Wednesday,21
67,2010,3,10,Wednesday,22
43,2010,3,10,Wednesday,23
161,2010,3,11,Thursday,0
1,2010,3,11,Thursday,1
1,2010,3,11,Thursday,4
1,2010,3,11,Thursday,5
4,2010,3,11,Thursday,6
72,2010,3,11,Thursday,7
134,2010,3,11,Thursday,8
180,2010,3,11,Thursday,9
175,2010,3,11,Thursday,10
167,2010,3,11,Thursday,11
141,2010,3,11,Thursday,13
169,2010,3,11,Thursday,14
150,2010,3,11,Thursday,15
210,2010,3,11,Thursday,16
154,2010,3,11,Thursday,17
141,2010,3,11,Thursday,18
102,2010,3,11,Thursday,19
98,2010,3,11,Thursday,20
97,2010,3,11,Thursday,21
44,2010,3,11,Thursday,22
52,2010,3,11,Thursday,23
9,2010,3,12,Friday,0
2,2010,3,12,Friday,1
1,2010,3,12,Friday,4
9,2010,3,12,Friday,6
25,2010,3,12,Friday,7
92,2010,3,12,Friday,8
115,2010,3,12,Friday,9
112,2010,3,12,Friday,10
100,2010,3,12,Friday,11
1,2010,3,13,Saturday,0
2,2010,3,13,Saturday,9
1,2010,3,13,Saturday,10
1,2010,3,13,Saturday,11
1,2010,3,13,Saturday,13
2,2010,3,13,Saturday,15
2,2010,3,13,Saturday,18
56,2010,3,13,Saturday,19
74,2010,3,13,Saturday,20
54,2010,3,13,Saturday,21
50,2010,3,13,Saturday,22
31,2010,3,13,Saturday,23
150,2010,3,14,Sunday,0
2,2010,3,14,Sunday,1
1,2010,3,14,Sunday,3
1,2010,3,14,Sunday,5
4,2010,3,14,Sunday,6
30,2010,3,14,Sunday,7
106,2010,3,14,Sunday,8
137,2010,3,14,Sunday,9
154,2010,3,14,Sunday,10
169,2010,3,14,Sunday,11
176,2010,3,14,Sunday,13
153,2010,3,14,Sunday,14
189,2010,3,14,Sunday,15
194,2010,3,14,Sunday,16
135,2010,3,14,Sunday,17
112,2010,3,14,Sunday,18
95,2010,3,14,Sunday,19
42,2010,3,14,Sunday,20
54,2010,3,14,Sunday,21
42,2010,3,14,Sunday,22
43,2010,3,14,Sunday,23
162,2010,3,15,Monday,0
2,2010,3,15,Monday,1
1,2010,3,15,Monday,2
1,2010,3,15,Monday,3
80,2010,3,15,Monday,8
139,2010,3,15,Monday,9
181,2010,3,15,Monday,10
186,2010,3,15,Monday,11
120,2010,3,15,Monday,13
128,2010,3,15,Monday,14
108,2010,3,15,Monday,15
68,2010,3,15,Monday,16
87,2010,3,15,Monday,17
98,2010,3,15,Monday,18
94,2010,3,15,Monday,19
92,2010,3,15,Monday,20
78,2010,3,15,Monday,21
42,2010,3,15,Monday,22
39,2010,3,15,Monday,23
82,2010,3,16,Tuesday,0
1,2010,3,16,Tuesday,1
1,2010,3,16,Tuesday,2
2,2010,3,16,Tuesday,4
1,2010,3,16,Tuesday,5
5,2010,3,16,Tuesday,6
54,2010,3,16,Tuesday,7
104,2010,3,16,Tuesday,8
134,2010,3,16,Tuesday,9
120,2010,3,16,Tuesday,10
92,2010,3,16,Tuesday,11
95,2010,3,16,Tuesday,13
107,2010,3,16,Tuesday,14
65,2010,3,16,Tuesday,15
87,2010,3,16,Tuesday,16
83,2010,3,16,Tuesday,17
67,2010,3,16,Tuesday,18
45,2010,3,16,Tuesday,19
57,2010,3,16,Tuesday,20
44,2010,3,16,Tuesday,21
38,2010,3,16,Tuesday,22
28,2010,3,16,Tuesday,23
81,2010,3,17,Wednesday,0
3,2010,3,17,Wednesday,1
1,2010,3,17,Wednesday,5
8,2010,3,17,Wednesday,6
38,2010,3,17,Wednesday,7
70,2010,3,17,Wednesday,8
131,2010,3,17,Wednesday,9
100,2010,3,17,Wednesday,10
93,2010,3,17,Wednesday,11
77,2010,3,17,Wednesday,13
90,2010,3,17,Wednesday,14
42,2010,3,17,Wednesday,15
62,2010,3,17,Wednesday,16
51,2010,3,17,Wednesday,17
66,2010,3,17,Wednesday,18
56,2010,3,17,Wednesday,19
33,2010,3,17,Wednesday,20
57,2010,3,17,Wednesday,21
54,2010,3,17,Wednesday,22
50,2010,3,17,Wednesday,23
143,2010,3,18,Thursday,0
3,2010,3,18,Thursday,1
1,2010,3,18,Thursday,4
1,2010,3,18,Thursday,5
8,2010,3,18,Thursday,6
43,2010,3,18,Thursday,7
81,2010,3,18,Thursday,8
145,2010,3,18,Thursday,9
139,2010,3,18,Thursday,10
112,2010,3,18,Thursday,11
128,2010,3,18,Thursday,13
125,2010,3,18,Thursday,14
108,2010,3,18,Thursday,15
147,2010,3,18,Thursday,16
145,2010,3,18,Thursday,17
78,2010,3,18,Thursday,18
85,2010,3,18,Thursday,19
69,2010,3,18,Thursday,20
59,2010,3,18,Thursday,21
35,2010,3,18,Thursday,22
45,2010,3,18,Thursday,23
66,2010,3,19,Friday,0
3,2010,3,19,Friday,1
8,2010,3,19,Friday,2
1,2010,3,19,Friday,4
5,2010,3,19,Friday,6
28,2010,3,19,Friday,7
67,2010,3,19,Friday,8
101,2010,3,19,Friday,9
81,2010,3,19,Friday,10
69,2010,3,19,Friday,11
54,2010,3,19,Friday,13
20,2010,3,19,Friday,14
14,2010,3,19,Friday,15
2,2010,3,19,Friday,16
1,2010,3,19,Friday,17
5,2010,3,19,Friday,18
1,2010,3,19,Friday,21
1,2010,3,19,Friday,22
1,2010,3,20,Saturday,10
2,2010,3,20,Saturday,11
1,2010,3,20,Saturday,13
2,2010,3,20,Saturday,15
1,2010,3,20,Saturday,16
4,2010,3,20,Saturday,18
30,2010,3,20,Saturday,19
65,2010,3,20,Saturday,20
50,2010,3,20,Saturday,21
25,2010,3,20,Saturday,22
33,2010,3,20,Saturday,23
163,2010,3,21,Sunday,0
1,2010,3,21,Sunday,1
1,2010,3,21,Sunday,2
16,2010,3,21,Sunday,6
55,2010,3,21,Sunday,7
108,2010,3,21,Sunday,8
149,2010,3,21,Sunday,9
160,2010,3,21,Sunday,10
173,2010,3,21,Sunday,11
148,2010,3,21,Sunday,13
150,2010,3,21,Sunday,14
155,2010,3,21,Sunday,15
160,2010,3,21,Sunday,16
108,2010,3,21,Sunday,17
59,2010,3,21,Sunday,18
54,2010,3,21,Sunday,19
51,2010,3,21,Sunday,20
35,2010,3,21,Sunday,21
45,2010,3,21,Sunday,22
26,2010,3,21,Sunday,23
3,2010,3,22,Monday,0
2,2010,3,22,Monday,1
6,2010,3,22,Monday,6
50,2010,3,22,Monday,7
101,2010,3,22,Monday,8
147,2010,3,22,Monday,9
134,2010,3,22,Monday,10
39,2010,3,22,Monday,11
1,2010,3,22,Monday,13
128,2010,3,22,Monday,14
123,2010,3,22,Monday,15
125,2010,3,22,Monday,16
107,2010,3,22,Monday,17
94,2010,3,22,Monday,18
81,2010,3,22,Monday,19
65,2010,3,22,Monday,20
55,2010,3,22,Monday,21
59,2010,3,22,Monday,22
36,2010,3,22,Monday,23
137,2010,3,23,Tuesday,0
1,2010,3,23,Tuesday,1
1,2010,3,23,Tuesday,2
7,2010,3,23,Tuesday,6
39,2010,3,23,Tuesday,7
90,2010,3,23,Tuesday,8
121,2010,3,23,Tuesday,9
152,2010,3,23,Tuesday,10
146,2010,3,23,Tuesday,11
124,2010,3,23,Tuesday,13
124,2010,3,23,Tuesday,14
158,2010,3,23,Tuesday,15
169,2010,3,23,Tuesday,16
134,2010,3,23,Tuesday,17
97,2010,3,23,Tuesday,18
70,2010,3,23,Tuesday,19
51,2010,3,23,Tuesday,20
44,2010,3,23,Tuesday,21
54,2010,3,23,Tuesday,22
37,2010,3,23,Tuesday,23
103,2010,3,24,Wednesday,0
2,2010,3,24,Wednesday,1
2,2010,3,24,Wednesday,3
1,2010,3,24,Wednesday,5
10,2010,3,24,Wednesday,6
41,2010,3,24,Wednesday,7
106,2010,3,24,Wednesday,8
98,2010,3,24,Wednesday,9
122,2010,3,24,Wednesday,10
124,2010,3,24,Wednesday,11
110,2010,3,24,Wednesday,13
94,2010,3,24,Wednesday,14
116,2010,3,24,Wednesday,15
107,2010,3,24,Wednesday,16
100,2010,3,24,Wednesday,17
76,2010,3,24,Wednesday,18
63,2010,3,24,Wednesday,19
66,2010,3,24,Wednesday,20
62,2010,3,24,Wednesday,21
51,2010,3,24,Wednesday,22
35,2010,3,24,Wednesday,23
85,2010,3,25,Thursday,0
1,2010,3,25,Thursday,1
2,2010,3,25,Thursday,4
4,2010,3,25,Thursday,6
21,2010,3,25,Thursday,7
81,2010,3,25,Thursday,8
140,2010,3,25,Thursday,9
131,2010,3,25,Thursday,10
128,2010,3,25,Thursday,11
94,2010,3,25,Thursday,13
92,2010,3,25,Thursday,14
99,2010,3,25,Thursday,15
118,2010,3,25,Thursday,16
100,2010,3,25,Thursday,17
68,2010,3,25,Thursday,18
54,2010,3,25,Thursday,19
34,2010,3,25,Thursday,20
42,2010,3,25,Thursday,21
41,2010,3,25,Thursday,22
34,2010,3,25,Thursday,23
73,2010,3,26,Friday,0
1,2010,3,26,Friday,2
1,2010,3,26,Friday,3
4,2010,3,26,Friday,6
38,2010,3,26,Friday,7
70,2010,3,26,Friday,8
59,2010,3,26,Friday,9
72,2010,3,26,Friday,10
69,2010,3,26,Friday,11
33,2010,3,26,Friday,13
31,2010,3,26,Friday,14
9,2010,3,26,Friday,15
1,2010,3,26,Friday,16
1,2010,3,26,Friday,17
2,2010,3,26,Friday,23
1,2010,3,27,Saturday,0
1,2010,3,27,Saturday,1
1,2010,3,27,Saturday,9
2,2010,3,27,Saturday,11
3,2010,3,27,Saturday,15
1,2010,3,27,Saturday,16
1,2010,3,27,Saturday,18
31,2010,3,27,Saturday,19
38,2010,3,27,Saturday,20
79,2010,3,27,Saturday,21
50,2010,3,27,Saturday,22
39,2010,3,27,Saturday,23
109,2010,3,28,Sunday,0
4,2010,3,28,Sunday,1
2,2010,3,28,Sunday,2
2,2010,3,28,Sunday,3
1,2010,3,28,Sunday,5
13,2010,3,28,Sunday,6
53,2010,3,28,Sunday,7
93,2010,3,28,Sunday,8
121,2010,3,28,Sunday,9
138,2010,3,28,Sunday,10
105,2010,3,28,Sunday,11
108,2010,3,28,Sunday,13
142,2010,3,28,Sunday,14
113,2010,3,28,Sunday,15
137,2010,3,28,Sunday,16
127,2010,3,28,Sunday,17
84,2010,3,28,Sunday,18
64,2010,3,28,Sunday,19
35,2010,3,28,Sunday,20
5,2010,3,28,Sunday,21
32,2010,3,28,Sunday,22
31,2010,3,28,Sunday,23
99,2010,3,29,Monday,0
2,2010,3,29,Monday,1
1,2010,3,29,Monday,2
3,2010,3,29,Monday,3
1,2010,3,29,Monday,4
2,2010,3,29,Monday,5
19,2010,3,29,Monday,6
44,2010,3,29,Monday,7
91,2010,3,29,Monday,8
112,2010,3,29,Monday,9
139,2010,3,29,Monday,10
98,2010,3,29,Monday,11
87,2010,3,29,Monday,13
102,2010,3,29,Monday,14
87,2010,3,29,Monday,15
93,2010,3,29,Monday,16
60,2010,3,29,Monday,17
62,2010,3,29,Monday,18
67,2010,3,29,Monday,19
53,2010,3,29,Monday,20
36,2010,3,29,Monday,21
35,2010,3,29,Monday,22
45,2010,3,29,Monday,23
111,2010,3,30,Tuesday,0
2,2010,3,30,Tuesday,1
1,2010,3,30,Tuesday,2
1,2010,3,30,Tuesday,5
8,2010,3,30,Tuesday,6
24,2010,3,30,Tuesday,7
93,2010,3,30,Tuesday,8
124,2010,3,30,Tuesday,9
139,2010,3,30,Tuesday,10
128,2010,3,30,Tuesday,11
100,2010,3,30,Tuesday,13
101,2010,3,30,Tuesday,14
123,2010,3,30,Tuesday,15
169,2010,3,30,Tuesday,16
82,2010,3,30,Tuesday,17
71,2010,3,30,Tuesday,18
57,2010,3,30,Tuesday,19
35,2010,3,30,Tuesday,20
35,2010,3,30,Tuesday,21
44,2010,3,30,Tuesday,22
37,2010,3,30,Tuesday,23
53,2010,3,31,Wednesday,0
3,2010,3,31,Wednesday,1
2,2010,3,31,Wednesday,2
1,2010,3,31,Wednesday,4
11,2010,3,31,Wednesday,6
35,2010,3,31,Wednesday,7
123,2010,3,31,Wednesday,8
98,2010,3,31,Wednesday,9
108,2010,3,31,Wednesday,10
91,2010,3,31,Wednesday,11
34,2010,3,31,Wednesday,13
12,2010,3,31,Wednesday,14
6,2010,3,31,Wednesday,15
3,2010,3,31,Wednesday,16
2,2010,3,31,Wednesday,17
1,2010,4,1,Thursday,0
1,2010,4,1,Thursday,2
1,2010,4,1,Thursday,14
1,2010,4,1,Thursday,18
4,2010,4,1,Thursday,19
57,2010,4,1,Thursday,20
33,2010,4,1,Thursday,21
19,2010,4,1,Thursday,22
5,2010,4,1,Thursday,23
139,2010,4,2,Friday,0
1,2010,4,2,Friday,1
1,2010,4,2,Friday,5
20,2010,4,2,Friday,7
102,2010,4,2,Friday,8
143,2010,4,2,Friday,9
126,2010,4,2,Friday,10
128,2010,4,2,Friday,11
77,2010,4,2,Friday,13
34,2010,4,2,Friday,14
27,2010,4,2,Friday,15
20,2010,4,2,Friday,16
12,2010,4,2,Friday,17
1,2010,4,2,Friday,19
2,2010,4,2,Friday,23
1,2010,4,3,Saturday,0
1,2010,4,3,Saturday,1
1,2010,4,3,Saturday,8
1,2010,4,3,Saturday,14
1,2010,4,3,Saturday,15
1,2010,4,3,Saturday,16
1,2010,4,3,Saturday,17
1,2010,4,3,Saturday,18
4,2010,4,3,Saturday,19
33,2010,4,3,Saturday,20
68,2010,4,3,Saturday,21
40,2010,4,3,Saturday,22
33,2010,4,3,Saturday,23
176,2010,4,4,Sunday,0
11,2010,4,4,Sunday,1
8,2010,4,4,Sunday,2
2,2010,4,4,Sunday,4
1,2010,4,4,Sunday,5
16,2010,4,4,Sunday,6
52,2010,4,4,Sunday,7
148,2010,4,4,Sunday,8
118,2010,4,4,Sunday,9
140,2010,4,4,Sunday,10
153,2010,4,4,Sunday,11
168,2010,4,4,Sunday,13
121,2010,4,4,Sunday,14
95,2010,4,4,Sunday,15
126,2010,4,4,Sunday,16
89,2010,4,4,Sunday,17
65,2010,4,4,Sunday,18
29,2010,4,4,Sunday,19
6,2010,4,4,Sunday,20
13,2010,4,4,Sunday,21
35,2010,4,4,Sunday,22
28,2010,4,4,Sunday,23
125,2010,4,5,Monday,0
1,2010,4,5,Monday,1
2,2010,4,5,Monday,2
1,2010,4,5,Monday,4
3,2010,4,5,Monday,6
35,2010,4,5,Monday,7
96,2010,4,5,Monday,8
119,2010,4,5,Monday,9
132,2010,4,5,Monday,10
134,2010,4,5,Monday,11
117,2010,4,5,Monday,13
105,2010,4,5,Monday,14
65,2010,4,5,Monday,15
63,2010,4,5,Monday,16
51,2010,4,5,Monday,17
53,2010,4,5,Monday,18
58,2010,4,5,Monday,19
38,2010,4,5,Monday,20
50,2010,4,5,Monday,21
38,2010,4,5,Monday,22
28,2010,4,5,Monday,23
6,2010,4,6,Tuesday,0
2,2010,4,6,Tuesday,1
2,2010,4,6,Tuesday,13
39,2010,4,6,Tuesday,14
19,2010,4,6,Tuesday,15
10,2010,4,6,Tuesday,16
7,2010,4,6,Tuesday,17
1,2010,4,6,Tuesday,19
3,2010,4,6,Tuesday,23
2,2010,4,7,Wednesday,0
1,2010,4,7,Wednesday,1
1,2010,4,7,Wednesday,4
2,2010,4,7,Wednesday,11
2,2010,4,7,Wednesday,18
2,2010,4,7,Wednesday,19
33,2010,4,7,Wednesday,20
66,2010,4,7,Wednesday,21
40,2010,4,7,Wednesday,22
36,2010,4,7,Wednesday,23
129,2010,4,8,Thursday,0
6,2010,4,8,Thursday,1
8,2010,4,8,Thursday,2
1,2010,4,8,Thursday,3
1,2010,4,8,Thursday,5
3,2010,4,8,Thursday,6
27,2010,4,8,Thursday,7
97,2010,4,8,Thursday,8
121,2010,4,8,Thursday,9
106,2010,4,8,Thursday,10
143,2010,4,8,Thursday,11
145,2010,4,8,Thursday,13
122,2010,4,8,Thursday,14
99,2010,4,8,Thursday,15
172,2010,4,8,Thursday,16
142,2010,4,8,Thursday,17
110,2010,4,8,Thursday,18
89,2010,4,8,Thursday,19
85,2010,4,8,Thursday,20
81,2010,4,8,Thursday,21
46,2010,4,8,Thursday,22
38,2010,4,8,Thursday,23
126,2010,4,9,Friday,0
3,2010,4,9,Friday,1
1,2010,4,9,Friday,4
1,2010,4,9,Friday,5
5,2010,4,9,Friday,6
27,2010,4,9,Friday,7
76,2010,4,9,Friday,8
74,2010,4,9,Friday,9
98,2010,4,9,Friday,10
130,2010,4,9,Friday,11
85,2010,4,9,Friday,13
46,2010,4,9,Friday,14
27,2010,4,9,Friday,15
22,2010,4,9,Friday,16
10,2010,4,9,Friday,17
2,2010,4,9,Friday,18
7,2010,4,9,Friday,19
1,2010,4,9,Friday,23
1,2010,4,10,Saturday,9
1,2010,4,10,Saturday,11
1,2010,4,10,Saturday,14
2,2010,4,10,Saturday,15
3,2010,4,10,Saturday,16
1,2010,4,10,Saturday,17
3,2010,4,10,Saturday,18
3,2010,4,10,Saturday,19
57,2010,4,10,Saturday,20
95,2010,4,10,Saturday,21
95,2010,4,10,Saturday,22
80,2010,4,10,Saturday,23
194,2010,4,11,Sunday,0
4,2010,4,11,Sunday,1
1,2010,4,11,Sunday,4
1,2010,4,11,Sunday,5
6,2010,4,11,Sunday,6
45,2010,4,11,Sunday,7
120,2010,4,11,Sunday,8
128,2010,4,11,Sunday,9
131,2010,4,11,Sunday,10
