year,month,day,hour,reason
2016,11,16,7,AA
2016,11,16,8,AA
2016,11,16,9,AA
2016,11,16,10,AA
2016,11,16,11,AA
2016,11,16,12,AA
2016,11,16,13,AA
2016,11,16,14,AA
2016,11,16,15,AA
2016,11,16,16,AA
2016,11,16,17,AA
2016,11,16,18,AA
2016,11,16,19,AA
2016,11,16,20,AA
2016,11,16,21,AA
2016,11,16,22,AA
2016,11,16,23,AA
2016,11,17,0,AA
2016,11,17,1,AA
2016,11,17,2,AA
2016,11,17,3,AA
2016,11,17,4,AA
2016,11,17,5,AA
2016,11,17,6,AA
2016,11,17,7,AA
2016,11,17,8,AA
2016,11,17,9,AA
2016,11,17,10,AA
2016,11,17,11,AA
2016,11,17,12,AA
2016,11,17,13,AA
2016,11,17,14,AA
2016,11,17,15,AA
2016,11,17,16,AA
2016,11,17,17,AA
2016,11,17,18,AA
2016,11,17,19,AA
2016,11,17,20,AA
2016,11,17,21,AA
2016,11,17,22,AA
2016,11,17,23,AA
2016,11,18,0,AA
2016,11,18,1,AA
2016,11,18,2,AA
2016,11,18,3,AA
2016,11,18,4,AA
2016,11,18,5,AA
2016,11,18,6,AA
2016,11,18,7,AA
2016,11,18,8,AA
2016,11,18,9,AA
2016,11,18,10,AA
2016,11,18,11,AA
2016,11,18,12,AA
2016,11,18,13,AA
2016,11,18,14,AA
2016,11,18,15,AA
2016,11,18,16,AA
2016,11,18,17,AA
2016,11,18,18,AA
2016,11,18,19,AA
2016,11,18,20,AA
2016,11,18,21,AA
2016,11,18,22,AA
2016,11,18,23,AA
2016,11,19,0,AA
2016,11,19,1,AA
2016,11,19,2,AA
2016,11,19,3,AA
2016,11,19,4,AA
2016,11,19,5,AA
2016,11,19,6,AA
2016,11,19,7,AA
2016,11,19,8,AA
2016,11,19,9,AA
2016,11,19,10,AA
2016,11,19,11,AA
2016,11,19,12,AA
2016,11,19,13,AA
2016,11,19,14,AA
2016,11,19,15,AA
2016,11,19,16,AA
2016,11,19,17,AA
2016,11,19,18,AA
2016,11,19,19,AA
2016,11,19,20,AA
2016,11,19,21,AA
2016,11,19,22,AA
2016,11,19,23,AA
2016,11,20,0,AA
2016,11,20,1,AA
2016,11,20,2,AA
2016,11,20,3,AA
2016,11,20,4,AA
2016,11,20,5,AA
2016,11,20,6,AA
2016,11,20,7,AA
2016,11,20,8,AA
2016,11,20,9,AA
2016,11,20,10,AA
2016,11,20,11,AA
2016,11,20,12,AA
2016,11,20,13,AA
2016,11,20,14,AA
2016,11,20,15,AA
2016,11,20,16,AA
2016,11,20,17,AA
2016,11,20,18,AA
2016,11,20,19,AA
2016,11,20,20,AA
2016,11,20,21,AA
2016,11,20,22,AA
2016,11,20,23,AA
2016,11,21,0,AA
2016,11,21,1,AA
2016,11,21,2,AA
2016,11,21,3,AA
2016,11,21,4,AA
2016,11,21,5,AA
2016,11,21,6,AA
2016,11,21,7,AA
2016,11,21,8,AA
2016,11,21,9,AA
2016,11,21,10,AA
2016,11,21,11,AA
2016,11,21,12,AA
2016,11,21,13,AA
2016,11,21,14,AA
2016,11,21,15,AA
2016,11,21,16,AA
2016,11,21,17,AA
2016,11,21,18,AA
2016,11,21,19,AA
2016,11,21,20,AA
2016,11,21,21,AA
2016,11,21,22,AA
2016,11,21,23,AA
2016,11,22,0,AA
2016,11,22,1,AA
2016,11,22,2,AA
2016,11,22,3,AA
2016,11,22,4,AA
2016,11,22,5,AA
2016,11,22,6,AA
2016,11,22,7,AA
2016,11,22,8,AA
2016,11,22,9,AA
2016,11,22,10,AA
2016,11,22,11,AA
2016,11,22,12,AA
2016,11,22,13,AA
2016,11,22,14,AA
2016,11,22,15,AA
2016,11,22,16,AA
2016,11,22,17,AA
2016,11,22,18,AA
2016,11,22,19,AA
2016,11,22,20,AA
2016,11,22,21,AA
2016,11,22,22,AA
2016,11,22,23,AA
2016,11,23,0,AA
2016,11,23,1,AA
2016,11,23,2,AA
2016,11,23,3,AA
2016,11,23,4,AA
2016,11,23,5,AA
2016,11,23,6,AA
2016,11,23,7,AA
2016,11,23,8,AA
2016,11,23,9,AA
2016,11,23,10,AA
2016,11,23,11,AA
2016,11,23,12,AA
2016,11,23,13,AA
2016,11,23,14,AA
2016,11,23,15,AA
2016,11,23,16,AA
2016,11,23,17,AA
2016,11,23,18,AA
2016,11,23,19,AA
2016,11,23,20,AA
2016,11,23,21,AA
2016,11,23,22,AA
2016,11,23,23,AA
2016,11,24,0,AA
2016,11,24,1,AA
2016,11,24,2,AA
2016,11,24,3,AA
2016,11,24,4,AA
2016,11,24,5,AA
2016,11,24,6,AA
2016,11,24,7,AA
2016,11,24,8,AA
2016,11,24,9,AA
2016,11,24,10,AA
2016,11,24,11,AA
2016,11,24,12,AA
2016,11,24,13,AA
2016,11,24,14,AA
2016,11,24,15,AA
2016,11,24,16,AA
2016,11,24,17,AA
2016,11,24,18,AA
2016,11,24,19,AA
2016,11,24,20,AA
2016,11,24,21,AA
2016,11,24,22,AA
2016,11,24,23,AA
2016,11,25,0,AA
2016,11,25,1,AA
2016,11,25,2,AA
2016,11,25,3,AA
2016,11,25,4,AA
2016,11,25,5,AA
2016,11,25,6,AA
2016,11,25,7,AA
2016,11,25,8,AA
2016,11,25,9,AA
2016,11,25,10,AA
2016,11,25,11,AA
2016,11,25,12,AA
2016,11,25,13,AA
2016,11,25,14,AA
2016,11,25,15,AA
2016,11,25,16,AA
2016,11,25,17,AA
2016,11,25,18,AA
2016,11,25,19,AA
2016,11,25,20,AA
2016,11,25,21,AA
2016,11,25,22,AA
2016,11,25,23,AA
2016,11,26,0,AA
2016,11,26,1,AA
2016,11,26,2,AA
2016,11,26,3,AA
2016,11,26,4,AA
2016,11,26,5,AA
2016,11,26,6,AA
2016,11,26,7,AA
2016,11,26,8,AA
2016,11,26,9,AA
2016,11,26,10,AA
2016,11,26,11,AA
2016,11,26,12,AA
2016,11,26,13,AA
2016,11,26,14,AA
2016,11,26,15,AA
2016,11,26,16,AA
2016,11,26,17,AA
2016,11,26,18,AA
2016,11,26,19,AA
2016,11,26,20,AA
2016,11,26,21,AA
2016,11,26,22,AA
2016,11,26,23,AA
2016,11,27,0,AA
2016,11,27,1,AA
2016,11,27,2,AA
2016,11,27,3,AA
2016,11,27,4,AA
2016,11,27,5,AA
2016,11,27,6,AA
2016,11,27,7,AA
2016,11,27,8,AA
2016,11,27,9,AA
2016,11,27,10,AA
2016,11,27,11,AA
2016,11,27,12,AA
2016,11,27,13,AA
2016,11,27,14,AA
2016,11,27,15,AA
2016,11,27,16,AA
2016,11,27,17,AA
2016,11,27,18,AA
2016,11,27,19,AA
2016,11,27,20,AA
2016,11,27,21,AA
2016,11,27,22,AA
2016,11,27,23,AA
2016,11,28,0,IN
2016,11,28,1,IN
2016,11,28,2,IN
2016,11,28,3,IN
2016,11,28,4,IN
2016,11,28,5,IN
2016,11,28,6,IN
2016,11,28,7,IN
2016,11,28,8,IN
2016,11,28,9,IN
2016,11,28,10,IN
2016,11,28,11,IN
2016,11,28,12,IN
2016,11,28,13,IN
2016,11,28,14,IN
2016,11,28,15,IN
2016,11,28,16,IN
2016,11,28,17,IN
2016,11,28,18,IN
2016,11,28,19,IN
2016,11,28,20,IN
2016,11,28,21,IN
2016,11,28,22,IN
2016,11,28,23,IN
2016,11,29,0,IN
2016,11,29,1,IN
2016,11,29,2,IN
2016,11,29,3,IN
2016,11,29,4,IN
2016,11,29,5,IN
2016,11,29,6,IN
2016,11,29,7,IN
2016,11,29,8,IN
2016,11,29,9,IN
2016,11,29,10,IN
2016,11,29,11,IN
2016,11,29,12,IN
2016,11,29,13,IN
2016,11,29,14,IN
2016,11,29,15,IN
2016,11,29,16,IN
2016,11,29,17,IN
2016,11,29,18,IN
2016,11,29,19,IN
2016,11,29,20,IN
2016,11,29,21,IN
2016,11,29,22,IN
2016,11,29,23,IN
2016,11,30,0,IN
2016,11,30,1,IN
2016,11,30,2,IN
2016,11,30,3,IN
2016,11,30,4,IN
2016,11,30,5,IN
2016,11,30,6,IN
2016,11,30,7,IN
2016,11,30,8,IN
2016,11,30,9,IN
2016,11,30,10,IN
2016,11,30,11,IN
2016,11,30,12,IN
2016,11,30,13,IN
2016,11,30,14,IN
2016,11,30,15,IN
2016,11,30,16,IN
2016,11,30,17,IN
2016,11,30,18,IN
2016,11,30,19,IN
2016,11,30,20,IN
2016,11,30,21,IN
2016,11,30,22,IN
2016,11,30,23,IN
2016,11,1,0,IN
2016,11,1,1,IN
2016,11,1,2,IN
2016,11,1,3,IN
2016,11,1,4,IN
2016,11,1,5,IN
2016,11,1,6,IN
2016,11,1,7,IN
2016,11,1,8,IN
2016,11,1,9,IN
2016,11,1,10,IN
2016,11,1,11,IN
2016,11,1,12,IN
2016,11,1,13,IN
2016,11,1,14,IN
2016,11,1,15,IN
2016,11,1,16,IN
2016,11,1,17,IN
2016,11,1,18,IN
2016,11,1,19,IN
2016,11,1,20,IN
2016,11,1,21,IN
2016,11,1,22,IN
2016,11,1,23,IN
2016,11,2,0,IN
2016,11,2,1,IN
2016,11,2,2,IN
2016,11,2,3,IN
2016,11,2,4,IN
2016,11,2,5,IN
2016,11,2,6,IN
2016,11,2,7,IN
2016,11,2,8,IN
2016,11,2,9,IN
2016,11,2,10,IN
2016,11,2,11,IN
2016,11,2,12,IN
2016,11,2,13,IN
2016,11,2,14,IN
2016,11,2,15,IN
2016,11,2,16,IN
2016,11,2,17,IN
2016,11,2,18,IN
2016,11,2,19,IN
2016,11,2,20,IN
2016,11,2,21,IN
2016,11,2,22,IN
2016,11,2,23,IN
2016,11,3,0,IN
2016,11,3,1,IN
2016,11,3,2,IN
2016,11,3,3,IN
2016,11,3,4,IN
2016,11,3,5,IN
2016,11,3,6,IN
2016,11,3,7,IN
2016,11,3,8,IN
2016,11,3,9,IN
2016,11,3,10,IN
2016,11,3,11,IN
2016,11,3,12,IN
2016,11,3,13,IN
2016,11,3,14,IN
2016,11,3,15,IN
2016,11,3,16,IN
2016,11,3,17,IN
2016,11,3,18,IN
2016,11,3,19,IN
2016,11,3,20,IN
2016,11,3,21,IN
2016,11,3,22,IN
2016,11,3,23,IN
2016,11,4,0,IN
2016,11,4,1,IN
2016,11,4,2,IN
2016,11,4,3,IN
2016,11,4,4,IN
2016,11,4,5,IN
2016,11,4,6,IN
2016,11,4,7,IN
2016,11,4,8,IN
2016,11,4,9,IN
2016,11,4,10,IN
2016,11,4,11,IN
2016,11,4,12,IN
2016,11,4,13,IN
2016,11,4,14,IN
2016,11,4,15,IN
2016,11,4,16,IN
2016,11,4,17,IN
2016,11,4,18,IN
2016,11,4,19,IN
2016,11,4,20,IN
2016,11,4,21,IN
2016,11,4,22,IN
2016,11,4,23,IN
2016,11,5,0,IN
2016,11,5,1,IN
2016,11,5,2,IN
2016,11,5,3,IN
2016,11,5,4,IN
2016,11,5,5,IN
2016,11,5,6,IN
2016,11,5,7,IN
2016,11,5,8,IN
2016,11,5,9,IN
2016,11,5,10,IN
2016,11,5,11,IN
2016,11,5,12,IN
2016,11,5,13,IN
2016,11,5,14,IN
2016,11,5,15,IN
2016,11,5,16,IN
2016,11,5,17,IN
2016,11,5,18,IN
2016,11,5,19,IN
2016,11,5,20,IN
2016,11,5,21,IN
2016,11,5,22,IN
2016,11,5,23,IN
2016,11,6,0,IN
2016,11,6,1,IN
2016,11,6,2,IN
2016,11,6,3,IN
2016,11,6,4,IN
2016,11,6,5,IN
2016,11,6,6,IN
2016,11,6,7,IN
2016,11,6,8,IN
2016,11,6,9,IN
2016,11,6,10,IN
2016,11,6,11,IN
2016,11,6,12,IN
2016,11,6,13,IN
2016,11,6,14,IN
2016,11,6,15,IN
2016,11,6,16,IN
2016,11,6,17,IN
2016,11,6,18,IN
2016,11,6,19,IN
2016,11,6,20,IN
2016,11,6,21,IN
2016,11,6,22,IN
2016,11,6,23,IN
2016,11,7,0,IN
2016,11,7,1,IN
2016,11,7,2,IN
2016,11,7,3,IN
2016,11,7,4,IN
2016,11,7,5,IN
2016,11,7,6,IN
2016,11,7,7,IN
2016,11,7,8,IN
2016,11,7,9,IN
2016,11,7,10,IN
2016,11,7,11,IN
2016,11,7,12,IN
2016,11,7,13,IN
2016,11,7,14,IN
2016,11,7,15,IN
2016,11,7,16,IN
2016,11,7,17,IN
2016,11,7,18,IN
2016,11,7,19,IN
2016,11,7,20,IN
2016,11,7,21,IN
2016,11,7,22,IN
2016,11,7,23,IN
2016,11,8,0,IN
2016,11,8,1,IN
2016,11,8,2,IN
2016,11,8,3,IN
2016,11,8,4,IN
2016,11,8,5,IN
2016,11,8,6,IN
2016,11,8,7,IN
2016,11,8,8,IN
2016,11,8,9,IN
2016,11,8,10,IN
2016,11,8,11,IN
2016,11,8,12,IN
2016,11,8,13,IN
2016,11,8,14,IN
2016,11,8,15,IN
2016,11,8,16,IN
2016,11,8,17,IN
2016,11,8,18,IN
2016,11,8,19,IN
2016,11,8,20,IN
2016,11,8,21,IN
2016,11,8,22,IN
2016,11,8,23,IN
2016,11,9,0,IN
2016,11,9,1,IN
2016,11,9,2,IN
2016,11,9,3,IN
2016,11,9,4,IN
2016,11,9,5,IN
2016,11,9,6,IN
2016,11,9,7,IN
2016,11,9,8,IN
2016,11,9,9,IN
2016,11,9,10,IN
2016,11,9,11,IN
2016,11,9,12,IN
2016,11,9,13,IN
2016,11,9,14,IN
2016,11,9,15,IN
2016,11,9,16,IN
2016,11,9,17,IN
2016,11,9,18,IN
2016,11,9,19,IN
2016,11,9,20,IN
2016,11,9,21,IN
2016,11,9,22,IN
2016,11,9,23,IN
2016,11,10,0,IN
2016,11,10,1,IN
2016,11,10,2,IN
2016,11,10,3,IN
2016,11,10,4,IN
2016,11,10,5,IN
2016,11,10,6,IN
2016,11,10,7,IN
2016,11,10,8,IN
2016,11,10,9,IN
2016,11,10,10,IN
2016,11,10,11,IN
2016,11,10,12,IN
2016,11,10,13,IN
2016,11,10,14,IN
2016,11,10,15,IN
2016,11,10,16,IN
2016,11,10,17,IN
2016,11,10,18,IN
2016,11,10,19,IN
2016,11,10,20,IN
2016,11,10,21,IN
2016,11,10,22,IN
2016,11,10,23,IN
2016,11,11,0,IN
2016,11,11,1,IN
2016,11,11,2,IN
2016,11,11,3,IN
2016,11,11,4,IN
2016,11,11,5,IN
2016,11,11,6,IN
2016,11,11,7,IN
2016,11,11,8,IN
2016,11,11,9,IN
2016,11,11,10,IN
2016,11,11,11,IN
2016,11,11,12,IN
2016,11,11,13,IN
2016,11,11,14,IN
2016,11,11,15,IN
2016,11,11,16,IN
2016,11,11,17,IN
2016,11,11,18,IN
2016,11,11,19,IN
2016,11,11,20,IN
2016,11,11,21,IN
2016,11,11,22,IN
2016,11,11,23,IN
2016,11,12,0,IN
2016,11,12,1,IN
2016,11,12,2,IN
2016,11,12,3,IN
2016,11,12,4,IN
2016,11,12,5,IN
2016,11,12,6,IN
2016,11,12,7,IN
2016,11,12,8,IN
2016,11,12,9,IN
2016,11,12,10,IN
2016,11,12,11,IN
2016,11,12,12,IN
2016,11,12,13,IN
2016,11,12,14,IN
2016,11,12,15,IN
2016,11,12,16,IN
2016,11,12,17,IN
2016,11,12,18,IN
2016,11,12,19,IN
2016,11,12,20,IN
2016,11,12,21,IN
2016,11,12,22,IN
2016,11,12,23,IN
2016,11,13,0,IN
2016,11,13,1,IN
2016,11,13,2,IN
2016,11,13,3,IN
2016,11,13,4,IN
2016,11,13,5,IN
2016,11,13,6,IN
2016,11,13,7,IN
2016,11,13,8,IN
2016,11,13,9,IN
2016,11,13,10,IN
2016,11,13,11,IN
2016,11,13,12,IN
2016,11,13,13,IN
2016,11,13,14,IN
2016,11,13,15,IN
2016,11,13,16,IN
2016,11,13,17,IN
2016,11,13,18,IN
2016,11,13,19,IN
2016,11,13,20,IN
2016,11,13,21,IN
2016,11,13,22,IN
2016,11,13,23,IN
2016,11,14,0,IN
2016,11,14,1,IN
2016,11,14,2,IN
2016,11,14,3,IN
2016,11,14,4,IN
2016,11,14,5,IN
2016,11,14,6,IN
2016,11,14,7,IN
2016,11,14,8,IN
2016,11,14,9,IN
2016,11,14,10,IN
2016,11,14,11,IN
2016,11,14,12,IN
2016,11,14,13,IN
2016,11,14,14,IN
2016,11,14,15,IN
2016,11,14,16,IN
2016,11,14,17,IN
2016,11,14,18,IN
2016,11,14,19,IN
2016,11,14,20,IN
2016,11,14,21,IN
2016,11,14,22,IN
2016,11,14,23,IN
2016,11,15,0,IN
2016,11,15,1,IN
2016,11,15,2,IN
2016,11,15,3,IN
2016,11,15,4,IN
2016,11,15,5,IN
2016,11,15,6,IN
2016,11,15,7,IN
2016,11,15,8,IN
2016,11,15,9,IN
2016,11,15,10,IN
2016,11,15,11,IN
2016,11,15,12,IN
2016,11,15,13,IN
2016,11,15,14,IN
2016,11,15,15,IN
2016,11,15,16,IN
2016,11,15,17,IN
2016,11,15,18,IN
2016,11,15,19,IN
2016,11,15,20,IN
2016,11,15,21,IN
2016,11,15,22,IN
2016,11,15,23,IN
2016,11,16,0,IN
2016,11,16,1,IN
2016,11,16,2,IN
2016,11,16,3,IN
2016,11,16,4,IN
2016,11,16,5,IN
2016,11,16,6,IN
2016,11,16,7,IN
2016,11,16,8,IN
2016,11,16,9,IN
2016,11,16,10,IN
2016,11,16,11,IN
2016,11,16,12,IN
2016,11,16,13,IN
2016,11,16,14,IN
2016,11,16,15,IN
2016,11,16,16,IN
2016,11,16,17,IN
2016,11,16,18,IN
2016,11,16,19,IN
2016,11,16,20,IN
2016,11,16,21,IN
2016,11,16,22,IN
2016,11,16,23,IN
2016,11,17,0,IN
2016,11,17,1,IN
2016,11,17,2,IN
2016,11,17,3,IN
2016,11,17,4,IN
2016,11,17,5,IN
2016,11,17,6,IN
2016,11,17,7,IN
2016,11,17,8,IN
2016,11,17,9,IN
2016,11,17,10,IN
2016,11,17,11,IN
2016,11,17,12,IN
2016,11,17,13,IN
2016,11,17,14,IN
2016,11,17,15,IN
2016,11,17,16,IN
2016,11,17,17,IN
2016,11,17,18,IN
2016,11,17,19,IN
2016,11,17,20,IN
2016,11,17,21,IN
2016,11,17,22,IN
2016,11,17,23,IN
2016,11,18,0,IN
2016,11,18,1,IN
2016,11,18,2,IN
2016,11,18,3,IN
2016,11,18,4,IN
2016,11,18,5,IN
2016,11,18,6,IN
2016,11,18,7,IN
2016,11,18,8,IN
2016,11,18,9,IN
2016,11,18,10,IN
2016,11,18,11,IN
2016,11,18,12,IN
2016,11,18,13,IN
2016,11,18,14,IN
2016,11,18,15,IN
2016,11,18,16,IN
2016,11,18,17,IN
2016,11,18,18,IN
2016,11,18,19,IN
2016,11,18,20,IN
2016,11,18,21,IN
2016,11,18,22,IN
2016,11,18,23,IN
2016,11,19,0,IN
2016,11,19,1,IN
2016,11,19,2,IN
2016,11,19,3,IN
2016,11,19,4,IN
2016,11,19,5,IN
2016,11,19,6,IN
2016,11,19,7,IN
2016,11,19,8,IN
2016,11,19,9,IN
2016,11,19,10,IN
2016,11,19,11,IN
2016,11,19,12,IN
2016,11,19,13,IN
2016,11,19,14,IN
2016,11,19,15,IN
2016,11,19,16,IN
2016,11,19,17,IN
2016,11,19,18,IN
2016,11,19,19,IN
2016,11,19,20,IN
2016,11,19,21,IN
2016,11,19,22,IN
2016,11,19,23,IN
2016,11,20,0,IN
2016,11,20,1,IN
2016,11,20,2,IN
2016,11,20,3,IN
2016,11,20,4,IN
2016,11,20,5,IN
2016,11,20,6,IN
2016,11,20,7,IN
2016,11,20,8,IN
2016,11,20,9,IN
2016,11,20,10,IN
2016,11,20,11,IN
2016,11,20,12,IN
2016,11,20,13,IN
2016,11,20,14,IN
2016,11,20,15,IN
2016,11,20,16,IN
2016,11,20,17,IN
2016,11,20,18,IN
2016,11,20,19,IN
2016,11,20,20,IN
2016,11,20,21,IN
2016,11,20,22,IN
2016,11,20,23,IN
2016,11,21,0,IN
2016,11,21,1,IN
2016,11,21,2,IN
2016,11,21,3,IN
2016,11,21,4,IN
2016,11,21,5,IN
2016,11,21,6,IN
2016,11,21,7,IN
2016,11,21,8,IN
2016,11,21,9,IN
2016,11,21,10,IN
2016,11,21,11,IN
2016,11,21,12,IN
2016,11,21,13,IN
2016,11,21,14,IN
2016,11,21,15,IN
2016,11,21,16,IN
2016,11,21,17,IN
2016,11,21,18,IN
2016,11,21,19,IN
2016,11,21,20,IN
2016,11,21,21,IN
2016,11,21,22,IN
2016,11,21,23,IN
2016,11,22,0,IN
2016,11,22,1,IN
2016,11,22,2,IN
2016,11,22,3,IN
2016,11,22,4,IN
2016,11,22,5,IN
2016,11,22,6,IN
2016,11,22,7,IN
2016,11,22,8,IN
2016,11,22,9,IN
2016,11,22,10,IN
2016,11,22,11,IN
2016,11,22,12,IN
2016,11,22,13,IN
2016,11,22,14,IN
2016,11,22,15,IN
2016,11,22,16,IN
2016,11,22,17,IN
2016,11,22,18,IN
2016,11,22,19,IN
2016,11,22,20,IN
2016,11,22,21,IN
2016,11,22,22,IN
2016,11,22,23,IN
2016,11,23,0,IN
2016,11,23,1,IN
2016,11,23,2,IN
2016,11,23,3,IN
2016,11,23,4,IN
2016,11,23,5,IN
2016,11,23,6,IN
2016,11,23,7,IN
2016,11,23,8,IN
2016,11,23,9,IN
2016,11,23,10,IN
2016,11,23,11,IN
2016,11,23,12,IN
2016,11,23,13,IN
2016,11,23,14,IN
2016,11,23,15,IN
2016,11,23,16,IN
2016,11,23,17,IN
2016,11,23,18,IN
2016,11,23,19,IN
2016,11,23,20,IN
2016,11,23,21,IN
2016,11,23,22,IN
2016,11,23,23,IN
2016,11,24,0,IN
2016,11,24,1,IN
2016,11,24,2,IN
2016,11,24,3,IN
2016,11,24,4,IN
2016,11,24,5,IN
2016,11,24,6,IN
2016,11,24,7,IN
2016,11,24,8,IN
2016,11,24,9,IN
2016,11,24,10,IN
2016,11,24,11,IN
2016,11,24,12,IN
2016,11,24,13,IN
2016,11,24,14,IN
2016,11,24,15,IN
2016,11,24,16,IN
2016,11,24,17,IN
2016,11,24,18,IN
2016,11,24,19,IN
2016,11,24,20,IN
2016,11,24,21,IN
2016,11,24,22,IN
2016,11,24,23,IN
2016,11,25,0,IN
2016,11,25,1,IN
2016,11,25,2,IN
2016,11,25,3,IN
2016,11,25,4,IN
2016,11,25,5,IN
2016,11,25,6,IN
2016,11,25,7,IN
2016,11,25,8,IN
2016,11,25,9,IN
2016,11,25,10,IN
2016,11,25,11,IN
2016,11,25,12,IN
2016,11,25,13,IN
2016,11,25,14,IN
2016,11,25,15,IN
2016,11,25,16,IN
2016,11,25,17,IN
2016,11,25,18,IN
2016,11,25,19,IN
2016,11,25,20,IN
2016,11,25,21,IN
2016,11,25,22,IN
2016,11,25,23,IN
2016,11,26,0,IN
2016,11,26,1,IN
2016,11,26,2,IN
2016,11,26,3,IN
2016,11,26,4,IN
2016,11,26,5,IN
2016,11,26,6,IN
2016,11,26,7,IN
2016,11,26,8,IN
2016,11,26,9,IN
2016,11,26,10,IN
2016,11,26,11,IN
2016,11,26,12,IN
2016,11,26,13,IN
2016,11,26,14,IN
2016,11,26,15,IN
2016,11,26,16,IN
2016,11,26,17,IN
2016,11,26,18,IN
2016,11,26,19,IN
2016,11,26,20,IN
2016,11,26,21,IN
2016,11,26,22,IN
2016,11,26,23,IN
2016,11,27,0,IN
2016,11,27,1,IN
2016,11,27,2,IN
2016,11,27,3,IN
2016,11,27,4,IN
2016,11,27,5,IN
2016,11,27,6,IN
2016,11,27,7,IN
2016,11,27,8,IN
2016,11,27,9,IN
2016,11,27,10,IN
2016,11,27,11,IN
2016,11,27,12,IN
2016,11,27,13,IN
2016,11,27,14,IN
2016,11,27,15,IN
2016,11,27,16,IN
2016,11,27,17,IN
2016,11,27,18,IN
2016,11,27,19,IN
2016,11,27,20,IN
2016,11,27,21,IN
2016,11,27,22,IN
2016,11,27,23,IN
2016,11,28,0,NE
2016,11,28,1,NE
2016,11,28,2,NE
2016,11,28,3,NE
2016,11,28,4,NE
2016,11,28,5,NE
2016,11,28,6,NE
2016,11,28,7,NE
2016,11,28,8,NE
2016,11,28,9,NE
2016,11,28,10,NE
2016,11,28,11,NE
2016,11,28,12,NE
2016,11,28,13,NE
2016,11,28,14,NE
2016,11,28,15,NE
2016,11,28,16,NE
2016,11,28,17,NE
2016,11,28,18,NE
2016,11,28,19,NE
2016,11,28,20,NE
2016,11,28,21,NE
2016,11,28,22,NE
2016,11,28,23,NE
2016,11,29,0,NE
2016,11,29,1,NE
2016,11,29,2,NE
2016,11,29,3,NE
2016,11,29,4,NE
2016,11,29,5,NE
2016,11,29,6,NE
2016,11,29,7,NE
2016,11,29,8,NE
2016,11,29,9,NE
2016,11,29,10,NE
2016,11,29,11,NE
2016,11,29,12,NE
2016,11,29,13,NE
2016,11,29,14,NE
2016,11,29,15,NE
2016,11,29,16,NE
2016,11,29,17,NE
2016,11,29,18,NE
2016,11,29,19,NE
2016,11,29,20,NE
2016,11,29,21,NE
2016,11,29,22,NE
2016,11,29,23,NE
2016,11,30,0,NE
2016,11,30,1,NE
2016,11,30,2,NE
2016,11,30,3,NE
2016,11,30,4,NE
2016,11,30,5,NE
2016,11,30,6,NE
2016,11,30,7,NE
2016,11,30,8,NE
2016,11,30,9,NE
2016,11,30,10,NE
2016,11,30,11,NE
2016,11,30,12,NE
2016,11,30,13,NE
2016,11,30,14,NE
2016,11,30,15,NE
2016,11,30,16,NE
2016,11,30,17,NE
2016,11,30,18,NE
2016,11,30,19,NE
2016,11,30,20,NE
2016,11,30,21,NE
2016,11,30,22,NE
2016,11,30,23,NE
2016,11,1,0,NE
2016,11,1,1,NE
2016,11,1,2,NE
2016,11,1,3,NE
2016,11,1,4,NE
2016,11,1,5,NE
2016,11,1,6,NE
2016,11,1,7,NE
2016,11,1,8,NE
2016,11,1,9,NE
2016,11,1,10,NE
2016,11,1,11,NE
2016,11,1,12,NE
2016,11,1,13,NE
2016,11,1,14,NE
2016,11,1,15,NE
2016,11,1,16,NE
2016,11,1,17,NE
2016,11,1,18,NE
2016,11,1,19,NE
2016,11,1,20,NE
2016,11,1,21,NE
2016,11,1,22,NE
2016,11,1,23,NE
2016,11,2,0,NE
2016,11,2,1,NE
2016,11,2,2,NE
2016,11,2,3,NE
2016,11,2,4,NE
2016,11,2,5,NE
2016,11,2,6,NE
2016,11,2,7,NE
2016,11,2,8,NE
2016,11,2,9,NE
2016,11,2,10,NE
2016,11,2,11,NE
2016,11,2,12,NE
2016,11,2,13,NE
2016,11,2,14,NE
2016,11,2,15,NE
2016,11,2,16,NE
2016,11,2,17,NE
2016,11,2,18,NE
2016,11,2,19,NE
2016,11,2,20,NE
2016,11,2,21,NE
2016,11,2,22,NE
2016,11,2,23,NE
2016,11,3,0,NE
2016,11,3,1,NE
2016,11,3,2,NE
2016,11,3,3,NE
2016,11,3,4,NE
2016,11,3,5,NE
2016,11,3,6,NE
2016,11,3,7,NE
2016,11,3,8,NE
2016,11,3,9,NE
2016,11,3,10,NE
2016,11,3,11,NE
2016,11,3,12,NE
2016,11,3,13,NE
2016,11,3,14,NE
2016,11,3,15,NE
2016,11,3,16,NE
2016,11,3,17,NE
2016,11,3,18,NE
2016,11,3,19,NE
2016,11,3,20,NE
2016,11,3,21,NE
2016,11,3,22,NE
2016,11,3,23,NE
2016,11,4,0,NE
2016,11,4,1,NE
2016,11,4,2,NE
2016,11,4,3,NE
2016,11,4,4,NE
2016,11,4,5,NE
2016,11,4,6,NE
2016,11,4,7,NE
2016,11,4,8,NE
2016,11,4,9,NE
2016,11,4,10,NE
2016,11,4,11,NE
2016,11,4,12,NE
2016,11,4,13,NE
2016,11,4,14,NE
2016,11,4,15,NE
2016,11,4,16,NE
2016,11,4,17,NE
2016,11,4,18,NE
2016,11,4,19,NE
